PdfType: error
Format: lhagrid1
---
   9.261360E-010   1.131190E-009   1.381630E-009   1.687530E-009   2.061150E-009   2.517500E-009   3.074880E-009   3.755670E-009   4.587180E-009   5.602800E-009   6.843270E-009   8.358390E-009   1.020900E-008   1.246930E-008   1.523000E-008   1.860190E-008   2.272050E-008   2.775080E-008   3.389490E-008   4.139940E-008   5.056530E-008   6.176060E-008   7.543460E-008   9.213600E-008   1.125350E-007   1.374510E-007   1.678830E-007   2.050520E-007   2.504520E-007   3.059020E-007   3.736300E-007   4.563530E-007   5.573900E-007   6.807980E-007   8.315290E-007   1.015630E-006   1.240500E-006   1.515140E-006   1.850600E-006   2.260330E-006   2.760770E-006   3.372020E-006   4.118590E-006   5.030460E-006   6.144210E-006   7.504560E-006   9.166090E-006   1.119550E-005   1.367420E-005   1.670170E-005   2.039950E-005   2.491600E-005   3.043250E-005   3.717030E-005   4.539990E-005   5.545160E-005   6.772870E-005   8.272410E-005   1.010390E-004   1.234100E-004   1.507330E-004   1.841060E-004   2.248670E-004   2.746540E-004   3.354630E-004   4.097350E-004   5.004510E-004   6.112530E-004   7.465860E-004   9.118820E-004   1.113780E-003   1.360370E-003   1.661560E-003   2.029430E-003   2.478750E-003   3.027550E-003   3.697860E-003   4.516580E-003   5.516560E-003   6.737950E-003   8.229750E-003   1.005180E-002   1.227730E-002   1.499560E-002   1.831560E-002   2.237080E-002   2.732370E-002   3.337330E-002   4.076220E-002   4.978710E-002   6.081010E-002   7.427360E-002   9.071800E-002   1.108030E-001   1.353350E-001   1.446650E-001   1.546380E-001   1.652990E-001   1.766940E-001   1.888760E-001   2.018970E-001   2.158150E-001   2.306930E-001   2.465970E-001   2.635970E-001   2.817690E-001   3.011940E-001   3.219580E-001   3.441540E-001   3.678790E-001   3.932410E-001   4.203500E-001   4.493290E-001   4.803050E-001   5.134170E-001   5.488120E-001   5.611440E-001   5.737530E-001   5.866460E-001   5.998290E-001   6.133070E-001   6.270890E-001   6.411800E-001   6.555880E-001   6.703200E-001   6.853830E-001   7.007840E-001   7.165310E-001   7.326320E-001   7.490950E-001   7.659280E-001   7.831390E-001   8.007370E-001   8.187310E-001   8.248180E-001   8.309500E-001   8.371280E-001   8.433520E-001   8.496230E-001   8.559400E-001   8.623030E-001   8.687150E-001   8.751730E-001   8.816800E-001   8.882350E-001   8.948390E-001   9.014920E-001   9.081950E-001   9.149470E-001   9.217500E-001   9.286030E-001   9.355070E-001   9.424620E-001   9.494700E-001   9.565290E-001   9.636400E-001   9.708050E-001   9.780230E-001   9.852940E-001   9.926200E-001   1.000000E+000
   1.295000E+000   1.298750E+000   1.464610E+000   1.659240E+000   1.890670E+000   2.167490E+000   2.500670E+000   2.904300E+000   3.396640E+000   4.001450E+000   4.750000E+000   5.767150E+000   7.070720E+000   8.758190E+000   1.096570E+001   1.388560E+001   1.779290E+001   2.308550E+001   3.034710E+001   4.044480E+001   5.468640E+001   7.507240E+001   1.047120E+002   1.485170E+002   2.143800E+002   3.152120E+002   4.725370E+002   7.229460E+002   1.129950E+003   1.806160E+003   2.955930E+003   4.958860E+003   8.538140E+003   1.510790E+004   2.751070E+004   5.162750E+004   1.000000E+005
 -5 -4 -3 -2 -1  1  2  3  4  5 21
   0.00000000E+000   0.00000000E+000   4.57771428E-001   5.20390262E-001   5.20293017E-001   5.20293017E-001   5.20390262E-001   4.57771428E-001   0.00000000E+000   0.00000000E+000   5.09397953E-004
   0.00000000E+000   0.00000000E+000   4.64968431E-001   5.27585412E-001   5.27488168E-001   5.27488168E-001   5.27586338E-001   4.64968431E-001   0.00000000E+000   0.00000000E+000  -4.82737276E-002
   0.00000000E+000   2.69487053E-002   8.00803867E-001   8.63366206E-001   8.63263405E-001   8.63264332E-001   8.63367133E-001   8.00803867E-001   2.69487053E-002   0.00000000E+000  -1.93632810E+000
   0.00000000E+000   3.98834912E-001   1.17132124E+000   1.23383542E+000   1.23372429E+000   1.23372429E+000   1.23383542E+000   1.17132124E+000   3.98834912E-001   0.00000000E+000  -4.13478048E+000
   0.00000000E+000   8.28075794E-001   1.59928869E+000   1.66175656E+000   1.66164543E+000   1.66164543E+000   1.66175656E+000   1.59928869E+000   8.28075794E-001   0.00000000E+000  -5.47906688E+000
   0.00000000E+000   1.33691436E+000   2.10693162E+000   2.16936244E+000   2.16924205E+000   2.16925131E+000   2.16936244E+000   2.10693162E+000   1.33691436E+000   0.00000000E+000  -5.25923924E+000
   0.00000000E+000   1.95011827E+000   2.71900564E+000   2.78140868E+000   2.78128828E+000   2.78128828E+000   2.78140868E+000   2.71900564E+000   1.95011827E+000   0.00000000E+000  -2.56135877E+000
   0.00000000E+000   2.69560218E+000   3.46343375E+000   3.52579049E+000   3.52567009E+000   3.52567009E+000   3.52579975E+000   3.46343375E+000   2.69560218E+000   0.00000000E+000   3.74512728E+000
   0.00000000E+000   3.60502143E+000   4.37184351E+000   4.43417246E+000   4.43404280E+000   4.43405207E+000   4.43418172E+000   4.37184351E+000   3.60502143E+000   0.00000000E+000   1.50214629E+001
   0.00000000E+000   4.71433786E+000   5.48018751E+000   5.54249794E+000   5.54236828E+000   5.54236828E+000   5.54250720E+000   5.48018751E+000   4.71433786E+000   0.00000000E+000   3.28748644E+001
   0.00000000E+000   6.06441262E+000   6.82933613E+000   6.89161877E+000   6.89147985E+000   6.89147985E+000   6.89161877E+000   6.82933613E+000   6.06441262E+000   0.00000000E+000   5.91751819E+001
   1.62121959E-001   7.89078986E+000   8.65474092E+000   8.71699578E+000   8.71685686E+000   8.71685686E+000   8.71700504E+000   8.65474092E+000   7.89078986E+000   1.62121959E-001   1.00815460E+002
   2.43284814E+000   1.01202585E+001   1.08833020E+001   1.09455383E+001   1.09453531E+001   1.09453531E+001   1.09455383E+001   1.08833020E+001   1.01202585E+001   2.43284814E+000   1.52446616E+002
   5.18458342E+000   1.28315217E+001   1.35936390E+001   1.36558753E+001   1.36556901E+001   1.36556901E+001   1.36558753E+001   1.35936390E+001   1.28315217E+001   5.18458342E+000   2.22048515E+002
   8.50876336E+000   1.61159704E+001   1.68772542E+001   1.69393979E+001   1.69392127E+001   1.69392127E+001   1.69393979E+001   1.68772542E+001   1.61159704E+001   8.50876336E+000   3.13634104E+002
   1.25098746E+001   2.00779802E+001   2.08383378E+001   2.09005742E+001   2.09003890E+001   2.09003890E+001   2.09005742E+001   2.08383378E+001   2.00779802E+001   1.25098746E+001   4.31784052E+002
